地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,台湾,キプロス,東ティモール,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国,朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,マルタ,モルドバ,北マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,アンドラ,ジョージア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア・モンテネグロ,モンテネグロ,セルビア,コソボ共和国,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,コモロ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,ギニアビサウ,コートジボワール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,エスワティニ,サントメ・プリンシペ,セーシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,南スーダン共和国,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セントビンセント,セントクリストファー・ネービス,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュージーランド,ナウル,パプアニューギニア,パラオ,ソロモン,トンガ,ツバル,バヌアツ,サモア,無国籍・その他
4,13201,八王子市,15465,7641,7824,13755,4,4,217,0,0,125,0,64,181,5631,308,0,0,155,418,62,6,2,1,1832,105,0,12,5,194,229,1,1,728,50,1492,2,3,24,27,217,11,1644,0,0,537,1,3,10,7,2,2,2,6,0,9,70,52,0,3,1,6,48,0,0,0,0,2,1,0,2,0,5,6,4,3,17,78,0,28,9,4,1,0,92,30,28,0,1,0,0,0,3,1,0,0,0,0,228,4,0,0,24,0,0,0,2,0,0,4,0,28,0,0,1,26,10,1,0,3,13,0,0,0,2,2,0,6,0,0,0,0,23,0,1,6,1,1,8,0,0,0,2,2,6,12,8,25,0,4,3,0,0,427,1,0,0,49,2,5,3,0,2,3,0,2,4,16,0,0,0,0,0,1,339,0,0,423,19,3,230,6,20,4,0,4,131,0,1,5,86,52,4,0,0,0,24,0,0,2,3,1,0,0,0,9
4,13202,立川市,5464,2553,2911,4920,0,0,100,0,0,19,1,18,30,2204,126,0,0,49,160,9,0,0,0,744,86,0,4,1,11,29,0,0,277,4,415,0,1,0,5,43,2,582,0,0,154,0,1,0,0,0,0,0,0,0,2,20,13,0,1,0,0,7,0,1,0,0,0,2,0,0,0,3,0,3,1,2,18,0,8,5,3,0,6,40,2,15,0,1,0,0,0,0,0,0,0,0,0,43,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,13,3,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,7,0,0,1,0,0,1,0,1,0,2,1,0,0,1,0,0,1,3,0,0,208,0,0,0,25,0,0,0,0,1,0,0,0,7,9,0,0,0,0,0,0,166,0,0,108,3,0,70,1,8,0,0,2,24,0,0,0,31,22,0,0,0,0,8,0,0,0,0,1,0,0,0,0
4,13203,武蔵野市,3719,1897,1822,2922,0,2,36,0,0,18,1,5,10,1333,209,0,0,74,44,5,0,1,0,486,15,0,0,1,21,22,0,0,271,10,107,0,0,1,12,60,7,171,0,0,295,0,2,5,2,2,0,5,8,1,1,55,18,0,1,1,10,22,4,0,0,1,0,0,0,0,2,6,3,3,1,6,15,0,18,6,2,0,0,86,1,7,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,358,0,0,0,53,0,1,0,0,1,1,0,0,0,8,0,0,0,0,0,0,294,0,0,69,5,0,41,6,9,0,0,1,7,0,0,0,59,40,0,0,1,0,18,0,0,0,0,0,0,0,0,0
4,13204,三鷹市,4332,2145,2187,3235,0,0,49,1,2,27,0,8,24,1254,229,0,0,58,95,10,0,3,0,657,25,1,1,1,30,21,0,0,184,10,197,0,1,3,18,57,12,253,4,0,457,0,5,6,0,7,0,0,3,2,3,69,38,4,5,0,5,25,2,2,0,1,0,2,0,1,1,2,1,12,6,6,39,0,15,11,2,0,0,120,45,13,1,0,0,1,0,1,0,0,0,1,0,60,4,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,6,1,0,0,0,3,4,0,0,2,0,0,7,0,0,0,0,8,0,0,2,0,0,0,0,0,0,2,0,1,2,5,3,0,1,3,1,1,427,0,0,1,61,0,0,0,0,0,1,0,1,2,10,0,0,1,0,0,0,349,0,1,73,8,1,37,1,12,1,0,0,10,0,0,3,76,53,1,0,0,0,22,0,0,0,0,0,0,0,0,4
4,13205,青梅市,2552,1202,1350,2127,0,0,87,0,0,20,0,22,15,352,83,0,0,3,74,2,0,1,0,194,13,0,2,0,4,34,0,0,68,16,510,0,0,1,2,72,3,549,0,0,49,0,0,1,0,0,0,0,0,0,0,6,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,2,0,2,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,92,0,0,0,16,0,0,1,0,0,0,0,1,2,3,0,0,0,0,0,0,69,0,0,261,2,8,59,0,9,0,0,0,182,0,0,1,12,8,0,0,0,0,4,0,0,0,0,0,0,0,0,2
4,13206,府中市,5987,2735,3252,4858,61,0,81,0,0,37,0,37,27,1741,209,1,0,66,192,15,0,0,0,786,24,0,23,1,39,96,0,0,153,9,579,0,2,10,13,104,18,532,2,0,442,0,4,3,9,1,1,10,2,0,3,47,22,1,6,0,12,26,1,23,0,0,0,6,0,0,0,11,1,14,2,11,51,0,24,3,6,4,9,52,21,41,4,1,0,2,2,1,3,0,0,2,0,129,1,0,0,5,0,0,0,3,0,0,1,1,3,0,0,1,14,0,0,0,1,0,3,0,0,1,0,0,5,0,0,1,0,10,1,3,8,7,0,1,0,0,0,0,0,1,4,11,36,0,4,1,0,2,336,0,0,0,31,0,0,2,0,1,0,0,0,5,10,0,0,0,0,0,0,287,0,0,131,7,0,83,5,14,1,0,1,20,0,0,0,86,29,6,0,0,0,42,0,0,1,0,5,0,0,3,5
4,13207,昭島市,3214,1515,1699,2839,0,0,72,0,0,38,0,1,14,797,44,0,0,48,77,6,1,0,0,459,38,0,3,0,5,21,0,0,338,25,421,0,0,0,5,35,1,390,0,0,104,0,0,1,0,0,0,0,0,0,1,8,14,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,0,2,1,1,0,0,20,35,6,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,85,0,0,0,5,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,74,0,0,118,2,0,57,1,3,0,0,0,55,0,0,0,21,6,0,0,0,0,14,0,0,0,0,1,0,0,0,0
4,13208,調布市,5109,2578,2531,4399,3,0,75,0,0,25,0,6,21,1679,201,0,0,45,124,9,0,4,1,983,40,0,7,0,54,38,0,0,146,29,326,0,0,2,14,103,15,449,0,0,308,0,4,1,2,1,1,1,2,3,7,47,25,0,4,0,1,24,5,1,0,0,1,1,0,2,0,2,0,11,3,8,31,0,14,9,3,0,0,77,11,0,0,0,0,0,2,0,3,1,0,0,0,45,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,8,0,0,3,1,0,0,0,0,0,0,0,3,1,0,7,1,0,1,1,1,251,0,0,0,41,1,4,1,0,0,1,0,1,4,14,0,1,0,0,0,0,183,0,0,62,5,0,32,1,7,0,0,2,15,0,0,0,40,27,0,0,0,0,13,0,0,0,0,0,0,0,0,4
4,13209,町田市,8899,4353,4546,7635,11,0,89,0,2,104,0,37,100,3138,207,0,0,181,330,51,1,3,1,1028,93,0,14,0,60,85,0,0,254,21,730,0,2,8,16,151,18,900,0,0,371,0,2,1,3,3,2,3,1,1,4,34,28,2,8,0,6,28,4,3,0,0,1,3,0,0,0,9,1,12,2,8,50,0,20,3,3,0,1,81,17,21,0,0,0,1,3,0,0,0,0,2,0,247,4,6,0,2,0,0,0,4,0,0,1,1,3,0,0,0,49,29,0,0,2,12,0,0,1,4,3,0,5,4,0,1,0,36,0,2,27,0,0,0,0,0,0,9,0,1,4,9,19,0,4,5,0,0,375,0,0,0,64,1,1,1,1,0,1,1,0,8,18,0,2,0,0,0,0,277,0,0,205,10,1,113,5,12,1,0,1,61,0,1,0,57,40,1,0,0,0,16,0,0,0,0,0,0,0,0,9
4,13210,小金井市,3212,1613,1599,2689,2,0,50,1,0,30,0,6,14,1207,85,0,0,28,67,3,0,1,1,285,8,0,3,0,45,27,0,0,363,8,147,0,0,1,15,62,6,223,1,0,173,6,2,1,1,0,0,2,1,1,0,24,19,1,0,0,1,5,1,0,0,0,0,0,0,1,0,5,3,3,1,1,26,0,5,2,3,0,0,54,1,2,0,0,0,0,0,0,0,0,0,1,0,30,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,2,1,0,0,0,0,0,0,0,0,3,1,3,6,0,0,1,0,0,249,0,0,0,27,0,1,0,0,0,0,0,1,0,9,0,0,0,0,0,0,211,0,0,44,7,1,26,1,2,0,0,0,7,0,0,0,27,16,1,0,0,0,9,0,0,0,0,0,0,1,0,0
4,13211,小平市,5772,2764,3008,5094,4,0,107,0,2,44,0,8,24,1789,182,0,0,57,125,23,0,8,0,1042,432,0,3,1,25,35,0,0,264,5,327,0,5,0,10,114,8,450,0,0,352,1,4,6,0,2,0,1,4,0,4,48,42,1,1,0,4,25,4,2,0,0,1,1,0,1,0,8,2,2,1,3,35,0,16,7,4,0,6,59,5,48,1,2,0,0,0,0,0,0,0,1,0,54,1,1,0,7,0,0,0,0,0,0,0,0,1,0,3,0,14,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,0,0,4,0,0,1,0,0,0,4,0,0,1,1,1,0,0,0,0,1,177,0,0,0,22,0,0,0,0,0,1,0,0,1,9,0,4,0,0,0,2,138,0,0,67,2,0,36,9,5,0,0,0,13,0,0,2,28,21,1,0,0,0,4,0,0,0,2,0,0,0,0,0
4,13212,日野市,3779,1910,1869,3374,0,0,139,0,0,20,0,15,43,1297,63,0,0,39,196,13,0,0,1,472,48,0,10,0,25,18,0,0,153,3,298,1,0,5,7,82,2,424,0,0,132,0,1,3,1,1,0,0,0,0,4,17,8,0,1,0,3,8,0,0,0,0,1,0,0,1,0,5,0,2,0,1,15,0,6,7,3,0,0,28,9,7,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,5,0,1,0,0,1,0,0,0,1,1,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,6,2,5,0,0,0,0,0,0,127,0,0,0,8,1,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,109,0,0,79,2,1,38,1,8,0,0,1,26,0,1,1,29,13,1,0,0,0,15,0,0,0,0,0,0,0,0,1
4,13213,東村山市,3710,1783,1927,3449,1,0,54,0,0,77,0,1,55,1295,76,0,0,25,82,8,1,0,1,474,87,0,6,0,14,47,0,1,397,14,361,0,1,0,4,69,5,293,0,0,92,0,0,2,0,2,0,0,0,1,1,14,7,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,1,17,0,3,3,1,0,1,20,1,6,0,1,0,0,1,0,0,0,0,0,0,46,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,4,0,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,16,0,0,2,0,0,3,0,1,0,0,0,1,6,0,1,0,0,1,0,0,74,0,0,0,17,1,3,0,0,0,0,0,1,0,6,0,0,0,0,0,0,46,0,0,40,2,1,21,0,4,0,0,0,12,0,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,0,0,2
4,13214,国分寺市,2786,1354,1432,2470,0,0,31,0,0,11,0,3,14,1208,80,0,0,20,59,3,0,2,0,413,36,0,0,0,20,7,1,0,232,1,123,0,0,0,3,34,2,167,0,0,129,0,0,2,2,2,0,1,2,0,1,21,6,0,3,0,2,11,1,0,0,0,0,1,0,0,0,8,0,1,1,0,5,0,12,3,1,4,1,30,6,0,0,0,0,0,0,1,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,7,0,2,1,0,0,0,0,0,121,0,0,0,18,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,0,18,0,0,13,1,0,0,0,1,2,0,0,1,20,15,0,0,0,0,5,0,0,0,0,0,0,0,0,2
4,13215,国立市,1917,921,996,1700,5,0,15,0,0,3,0,1,16,707,63,0,0,20,42,3,0,0,3,315,26,0,1,0,8,37,0,0,122,1,75,0,0,0,1,24,0,212,0,0,85,0,0,4,2,0,1,0,1,0,1,9,14,0,0,0,2,7,1,1,0,0,1,1,0,0,0,1,1,0,0,4,11,0,4,0,2,0,0,14,1,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,91,0,0,0,10,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,77,0,0,17,0,1,7,2,0,1,0,0,5,0,0,1,15,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0
4,13218,福生市,4138,2073,2065,3518,0,0,122,0,0,71,0,1,29,517,96,0,0,104,52,15,0,0,0,163,20,0,2,0,15,36,0,0,573,33,434,0,0,0,1,117,5,1112,0,0,68,0,0,1,0,0,0,0,1,0,0,4,6,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,2,0,9,0,1,3,1,0,0,5,9,20,0,0,0,0,0,0,0,0,0,0,0,127,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,34,60,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,4,1,0,3,0,2,5,0,0,0,0,130,1,0,0,8,2,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,112,0,0,285,4,2,52,1,1,0,0,7,217,0,0,1,7,4,0,0,0,0,2,0,0,0,0,1,0,0,0,3
4,13219,狛江市,1492,782,710,1246,0,0,21,0,0,16,0,3,10,422,38,0,0,22,54,3,0,0,0,197,2,0,0,1,9,5,0,0,111,0,134,0,0,0,0,33,2,163,0,0,114,0,0,2,0,0,0,2,0,0,0,23,9,0,2,0,4,7,0,0,0,0,0,0,0,0,0,1,1,3,0,2,5,0,7,2,0,0,0,29,3,12,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,74,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,56,0,0,29,0,0,11,1,5,0,0,1,11,0,0,0,10,8,0,0,0,0,2,0,0,0,0,0,0,0,0,2
4,13220,東大和市,1393,594,799,1282,0,0,8,0,0,5,0,13,9,415,23,0,0,1,30,2,0,1,0,210,103,0,0,0,5,1,0,0,53,0,260,0,0,0,0,25,0,118,0,0,37,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,7,0,2,0,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,4,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,28,0,0,25,1,3,15,1,1,1,0,0,3,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13221,清瀬市,1476,675,801,1332,0,0,17,0,0,17,0,7,42,499,31,0,0,17,30,11,0,0,0,153,18,0,0,0,2,5,0,0,73,18,210,0,0,0,2,28,1,151,0,0,32,0,1,0,0,0,0,0,0,0,0,8,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,43,0,0,0,6,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,33,0,0,31,5,1,13,0,4,0,0,1,7,0,0,0,8,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4,13222,東久留米市,2623,1160,1463,2161,0,0,34,0,0,7,0,12,37,830,87,0,0,83,60,5,0,2,0,340,10,0,1,0,8,12,0,0,90,1,274,0,0,2,7,38,4,217,0,0,101,0,2,3,3,0,0,1,2,0,0,7,3,0,2,0,2,3,1,2,0,0,0,0,0,0,0,2,1,4,1,2,12,0,5,1,0,0,0,37,2,3,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,1,3,0,1,0,0,4,0,0,270,0,0,0,25,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,1,238,0,0,28,2,0,16,2,1,0,0,1,6,0,0,0,19,15,2,0,0,0,2,0,0,0,0,0,0,0,0,1
4,13223,武蔵村山市,2013,844,1169,1877,0,0,12,0,0,4,0,9,23,667,22,0,0,2,76,8,0,0,0,135,15,0,2,0,5,10,0,0,33,7,419,0,0,0,0,27,4,397,0,0,12,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,0,0,64,0,0,45,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,13224,多摩市,3366,1643,1723,2978,0,0,82,0,0,23,0,14,36,1228,79,0,0,92,59,11,0,0,0,530,18,0,1,0,26,29,0,0,141,3,257,0,1,1,14,42,7,284,0,0,123,0,1,0,1,0,0,0,1,1,2,20,11,1,0,0,2,7,0,0,0,0,0,1,0,0,0,2,0,6,2,2,23,0,7,2,3,0,1,20,2,3,0,0,0,1,0,0,0,0,0,1,0,26,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,1,0,2,1,1,1,0,0,2,0,0,93,0,0,0,17,0,1,0,0,0,1,0,0,1,5,0,1,0,0,0,0,67,0,0,125,1,0,105,1,8,0,0,4,5,0,0,1,19,13,2,0,0,0,4,0,0,0,0,0,0,0,0,2
4,13225,稲城市,1849,970,879,1594,0,0,47,0,0,16,0,4,25,567,38,1,0,39,115,9,0,0,1,270,22,0,1,0,16,22,0,0,46,9,154,0,0,0,2,34,5,151,0,0,74,0,2,0,0,0,0,0,0,0,0,11,6,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,7,1,3,11,0,0,1,1,0,0,20,1,3,0,0,0,0,1,0,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,6,0,1,0,18,0,1,2,0,0,0,60,0,0,0,8,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,47,0,0,37,5,0,18,1,2,1,0,0,10,0,0,0,49,16,8,0,0,0,20,0,0,0,0,5,0,0,0,1
4,13227,羽村市,1816,893,923,1290,0,0,101,0,0,20,0,8,21,228,22,0,0,22,48,6,0,0,0,76,4,0,2,0,5,18,0,0,98,3,270,0,0,0,1,20,0,317,0,0,38,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,13,10,2,0,0,0,0,1,0,0,0,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,63,0,0,0,5,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,48,0,0,392,9,6,88,0,8,0,0,4,274,0,0,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2
4,13228,あきる野市,1347,735,612,1139,5,0,77,0,0,3,0,15,24,192,25,0,0,6,89,2,0,0,0,104,12,0,33,0,6,28,0,0,22,12,171,0,0,0,0,26,1,286,0,0,19,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,15,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,4,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,71,0,0,81,0,0,24,2,0,0,0,0,55,0,0,0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4,13229,西東京市,5547,2898,2649,4990,0,0,109,0,0,54,0,15,52,2192,246,0,0,58,121,9,0,0,0,923,35,0,4,0,27,49,0,1,272,14,366,0,0,1,14,65,12,351,0,0,192,0,2,2,0,0,0,0,1,0,3,35,5,0,0,0,4,12,1,1,0,0,0,0,0,0,0,5,1,5,1,1,33,0,11,6,2,0,0,53,4,3,0,0,0,0,0,1,0,0,0,0,0,78,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,13,22,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,8,0,0,4,11,0,0,0,0,0,3,0,0,0,0,3,4,0,1,0,0,190,0,0,0,24,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,158,0,0,66,2,1,41,5,3,0,0,1,12,0,0,1,27,16,0,0,0,0,9,0,0,0,0,2,0,0,0,4
1,13550,町村部,1575,817,758,1285,0,0,31,0,0,16,0,6,19,134,18,0,0,3,156,13,0,0,0,121,7,0,1,0,5,4,0,0,60,3,322,0,0,0,4,49,0,313,0,0,25,0,0,0,0,0,0,0,0,0,0,5,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,81,0,0,0,5,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,71,0,0,154,3,6,46,0,0,0,0,0,99,0,0,0,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2,13300,郡部,1240,653,587,994,0,0,17,0,0,16,0,6,18,120,17,0,0,3,91,13,0,0,0,55,7,0,0,0,3,4,0,0,52,3,257,0,0,0,3,40,0,269,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,62,0,0,0,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54,0,0,146,2,6,40,0,0,0,0,0,98,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4,13303,瑞穂町,999,552,447,795,0,0,12,0,0,14,0,3,17,97,12,0,0,3,43,13,0,0,0,38,7,0,0,0,3,3,0,0,38,3,217,0,0,0,3,32,0,237,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,38,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,0,136,1,6,36,0,0,0,0,0,93,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
